328.75	2398.33
329.54	2398.67
330.33	2396.67
331.13	2397.33
331.92	2400
332.71	2399
333.50	2398.67
334.30	2398.33
335.09	2399.33
335.88	2398.33
336.67	2398.33
337.47	2398.67
338.26	2398
339.05	2398.33
339.84	2397.33
340.63	2399
341.42	2399.33
342.22	2398.67
343.01	2397.33
343.80	2399.67
344.59	2397.33
345.38	2399.33
346.17	2399
346.96	2398
347.75	2397.33
348.55	2397.67
349.34	2398
350.13	2397.33
350.92	2397.33
351.71	2398.67
352.50	2398.67
353.29	2398.33
354.08	2398.67
354.87	2398.67
355.66	2400.33
356.45	2401
357.24	2398.33
358.03	2397
358.82	2399.33
359.61	2399
360.40	2398
361.19	2398.33
361.98	2399
362.77	2400
363.56	2398.33
364.35	2399.67
365.14	2399.33
365.93	2397.67
366.72	2399.67
367.51	2398
368.29	2398.33
369.08	2399.33
369.87	2400
370.66	2399
371.45	2400
372.24	2400
373.03	2398.67
373.81	2399
374.60	2399.33
375.39	2400.33
376.18	2399.33
376.97	2398.67
377.76	2399.67
378.54	2398.33
379.33	2400
380.12	2398.67
380.91	2398.33
381.70	2400
382.48	2400
383.27	2400.33
384.06	2401
384.85	2399.67
385.63	2400.67
386.42	2400
387.21	2399
387.99	2400.33
388.78	2400.33
389.57	2399.33
390.35	2399.33
391.14	2399.67
391.93	2398.67
392.71	2400
393.50	2400.33
394.29	2401
395.07	2399.67
395.86	2400
396.65	2401.33
397.43	2400
398.22	2399
399.00	2399.33
399.79	2400.33
400.58	2400.33
401.36	2400
402.15	2400.33
402.93	2401.33
403.72	2401
404.50	2400
405.29	2401
406.08	2401.33
406.86	2398.67
407.65	2398.67
408.43	2399.67
409.22	2399.33
410.00	2400
410.79	2400
411.57	2401
412.35	2401
413.14	2400.67
413.92	2401.67
414.71	2400.67
415.49	2400.67
416.28	2400.33
417.06	2400.33
417.85	2397
418.63	2400.33
419.41	2400
420.20	2400.33
420.98	2399
421.76	2400.67
422.55	2401.67
423.33	2400.33
424.12	2402
424.90	2401.67
425.68	2400.33
426.47	2400.67
427.25	2399
428.03	2401.67
428.82	2399.67
429.60	2399.67
430.38	2403.33
431.16	2401
431.95	2401
432.73	2400.67
433.51	2402
434.29	2400.33
435.08	2400.67
435.86	2400
436.64	2401.67
437.42	2402.67
438.21	2400.67
438.99	2399.33
439.77	2401
440.55	2400.67
441.33	2403.67
442.12	2400.33
442.90	2402
443.68	2399
444.46	2401.67
445.24	2401.33
446.02	2402.33
446.80	2400.33
447.59	2401.33
448.37	2401
449.15	2400
449.93	2402.67
450.71	2399.67
451.49	2402.67
452.27	2400.67
453.05	2401.33
453.83	2401.67
454.61	2400
455.39	2400
456.17	2401.33
456.95	2401
457.73	2401
458.51	2401
459.29	2400.67
460.07	2402.67
460.85	2401.33
461.63	2402
462.41	2400.67
463.19	2401.33
463.97	2402.67
464.75	2403
465.53	2401.33
466.31	2400.67
467.09	2401.67
467.87	2400.67
468.65	2401.33
469.43	2401
470.21	2402
470.99	2403.67
471.77	2402.33
472.54	2404
473.32	2401
474.10	2401.33
474.88	2402.67
475.66	2399
476.44	2401.67
477.22	2402
477.99	2401.33
478.77	2402.33
479.55	2403
480.33	2403.33
481.11	2402.33
481.88	2402
482.66	2403
483.44	2401.67
484.22	2401.67
484.99	2402
485.77	2401.67
486.55	2402.67
487.33	2400.67
488.10	2402.67
488.88	2405
489.66	2404
490.43	2402.33
491.21	2402.67
491.99	2404.33
492.77	2402.67
493.54	2401.33
494.32	2403
495.10	2402
495.87	2401.67
496.65	2400.67
497.42	2402
498.20	2403.67
498.98	2402.67
499.75	2402
500.53	2402.67
501.31	2403
502.08	2403.33
502.86	2401
503.63	2405
504.41	2402
505.18	2402
505.96	2402.67
506.73	2401.67
507.51	2401.33
508.29	2402.33
509.06	2403.33
509.84	2403.33
510.61	2402.33
511.39	2401
512.16	2402.33
512.94	2401.33
513.71	2403.33
514.48	2403
515.26	2401
516.03	2401.33
516.81	2402.67
517.58	2402.33
518.36	2403.33
519.13	2401
519.91	2404
520.68	2404
521.45	2402
522.23	2404
523.00	2403
523.78	2403.67
524.55	2403.67
525.32	2402.33
526.10	2404.67
526.87	2410.67
527.64	2428.67
528.42	2459
529.19	2506
529.96	2527.33
530.74	2532
531.51	2535.33
532.28	2531.67
533.05	2531.33
533.83	2522.33
534.60	2497.33
535.37	2450.33
536.14	2412.33
536.92	2407
537.69	2408
538.46	2408
539.23	2408.33
540.01	2411.33
540.78	2411.67
541.55	2414
542.32	2412.67
543.09	2413.67
543.87	2416.67
544.64	2419.67
545.41	2420.67
546.18	2429.33
546.95	2442
547.72	2460.67
548.50	2477.67
549.27	2493.33
550.04	2504.33
550.81	2519.67
551.58	2528.33
552.35	2530.67
553.12	2535.33
553.89	2533
554.66	2527.33
555.43	2530.33
556.20	2536.33
556.98	2544
557.75	2555.67
558.52	2563.67
559.29	2576.33
560.06	2585.33
560.83	2597
561.60	2610.33
562.37	2624
563.14	2637.67
563.91	2648.33
564.68	2663
565.45	2685.67
566.22	2701.67
566.99	2723.33
567.75	2759.33
568.52	2811.67
569.29	2876.33
570.06	2964.33
570.83	3031.67
571.60	3116
572.37	3188
573.14	3258
573.91	3318
574.68	3352.67
575.45	3358.67
576.21	3329.33
576.98	3303.33
577.75	3275.33
578.52	3247.67
579.29	3217.33
580.06	3196.67
580.82	3192
581.59	3192.67
582.36	3205.33
583.13	3214
583.90	3246.67
584.66	3281.67
585.43	3298.33
586.20	3316.67
586.97	3328.67
587.73	3350.33
588.50	3361
589.27	3367.67
590.04	3371
590.80	3369.33
591.57	3374.33
592.34	3378
593.11	3389
593.87	3392.67
594.64	3408
595.41	3421
596.17	3442.67
596.94	3452
597.71	3468.67
598.47	3488.67
599.24	3498.67
600.00	3512
600.77	3525.33
601.54	3537.67
602.30	3549.67
603.07	3549.67
603.84	3561.67
604.60	3574
605.37	3578.67
606.13	3598
606.90	3620.67
607.66	3651.33
608.43	3652.33
609.20	3668
609.96	3685.67
610.73	3693
611.49	3714
612.26	3722.33
613.02	3748.67
613.79	3769.67
614.55	3785.33
615.32	3804
616.08	3822.33
616.85	3828
617.61	3859
618.37	3879.67
619.14	3884.33
619.90	3898.67
620.67	3911.67
621.43	3915
622.20	3928.33
622.96	3925.67
623.72	3940.33
624.49	3953
625.25	3961
626.02	3981
626.78	4001.33
627.54	4016.33
628.31	4044.33
629.07	4065.33
629.83	4097.33
630.60	4132
631.36	4178
632.12	4215.33
632.89	4287.67
633.65	4367
634.41	4458
635.18	4565.67
635.94	4641
636.70	4724
637.46	4781
638.23	4835.67
638.99	4857.67
639.75	4857.33
640.51	4833.33
641.28	4811.67
642.04	4786.67
642.80	4778.67
643.56	4772.67
644.32	4786.33
645.09	4811
645.85	4828
646.61	4868.33
647.37	4899
648.13	4927.67
648.90	4976.67
649.66	5016.33
650.42	5072.67
651.18	5139.67
651.94	5170.67
652.70	5236.33
653.46	5303
654.22	5375.33
654.99	5440.33
655.75	5500
656.51	5554.67
657.27	5627.67
658.03	5673.67
658.79	5712.33
659.55	5762
660.31	5774.67
661.07	5780.33
661.83	5790
662.59	5787
663.35	5773.67
664.11	5771.33
664.87	5761.33
665.63	5747.33
666.39	5751
667.15	5746
667.91	5743.33
668.67	5767.67
669.43	5768.33
670.19	5764
670.95	5790.67
671.71	5790.67
672.47	5817.67
673.23	5852.33
673.99	5885
674.75	5910.67
675.50	5945.33
676.26	5948.33
677.02	5956.67
677.78	6006
678.54	6022.33
679.30	6039.33
680.06	6048
680.81	6047.67
681.57	6063.33
682.33	6065
683.09	6067
683.85	6063.67
684.61	6045
685.36	6042.67
686.12	6035
686.88	6030
687.64	6023.67
688.40	6007
689.15	5986
689.91	5977.67
690.67	5943.33
691.43	5947.33
692.18	5909.33
692.94	5901.67
693.70	5893
694.46	5884.67
695.21	5848.67
695.97	5855.33
696.73	5843
697.48	5810.33
698.24	5793
699.00	5787.33
699.75	5776.33
700.51	5755.33
701.27	5745
702.02	5737.67
702.78	5714.67
703.54	5705.33
704.29	5681
705.05	5656.33
705.80	5643.67
706.56	5610.33
707.32	5622.33
708.07	5598
708.83	5581.33
709.58	5545.33
710.34	5525.33
711.09	5499
711.85	5472.67
712.61	5451.33
713.36	5417
714.12	5381
714.87	5353
715.63	5315
716.38	5276
717.14	5246.33
717.89	5202.33
718.65	5167
719.40	5144.33
720.16	5101
720.91	5046.67
721.66	5026.33
722.42	4979
723.17	4934.67
723.93	4909.33
724.68	4894.33
725.44	4863.67
726.19	4835
726.94	4807.67
727.70	4781.33
728.45	4755
729.21	4732.33
729.96	4716
730.71	4673.33
731.47	4657
732.22	4631.67
732.97	4607
733.73	4598.33
734.48	4568.33
735.23	4546.67
735.99	4518
736.74	4498
737.49	4467.67
738.25	4446
739.00	4415
739.75	4387
740.50	4360
741.26	4343.67
742.01	4325
742.76	4307.33
743.51	4306.33
744.27	4279.67
745.02	4263.33
745.77	4232.33
746.52	4227.33
747.27	4209.67
748.03	4182.33
748.78	4152
749.53	4139
750.28	4112
751.03	4092.33
751.79	4077.67
752.54	4063.67
753.29	4027.33
754.04	4011.33
754.79	3975.67
755.54	3951.33
756.29	3925.67
757.04	3902
757.80	3889.67
758.55	3856.33
759.30	3844.67
760.05	3808.67
760.80	3799.33
761.55	3777.33
762.30	3752.67
763.05	3722.67
763.80	3704.33
764.55	3687.33
765.30	3657.67
766.05	3620.33
766.80	3609.33
767.55	3587.33
768.30	3573.33
769.05	3544.67
769.80	3530.33
770.55	3506
771.30	3498
772.05	3469.33
772.80	3444.33
773.55	3425
774.30	3408
775.05	3385
775.80	3366.33
776.55	3339.67
777.30	3330
778.05	3308
778.80	3295
779.54	3280.67
780.29	3265.33
781.04	3244.33
