#Sample	Not specified	
#B-Field Phi	-8.26708579989E+1	deg
RF-Frequency	Timestamp
Hz	s since 1904-01-01 12amUTC
2770000000.00	3728981993.20
2770850000.00	3728981993.21
2771700000.00	3728981993.21
2772550000.00	3728981993.22
2773400000.00	3728981993.23
2774250000.00	3728981993.24
2775100000.00	3728981993.25
2775950000.00	3728981993.26
2776800000.00	3728981993.27
2777650000.00	3728981993.28
2778500000.00	3728981993.28
2779350000.00	3728981993.29
2780200000.00	3728981993.30
2781050000.00	3728981993.31
2781900000.00	3728981993.32
2782750000.00	3728981993.33
2783600000.00	3728981993.34
2784450000.00	3728981993.35
2785300000.00	3728981993.35
2786150000.00	3728981993.36
2787000000.00	3728981993.37
2787850000.00	3728981993.38
2788700000.00	3728981993.39
2789550000.00	3728981993.40
2790400000.00	3728981993.41
2791250000.00	3728981993.42
2792100000.00	3728981993.43
2792950000.00	3728981993.43
2793800000.00	3728981993.44
2794650000.00	3728981993.45
2795500000.00	3728981993.46
2796350000.00	3728981993.47
2797200000.00	3728981993.48
2798050000.00	3728981993.49
2798900000.00	3728981993.50
2799750000.00	3728981993.51
2800600000.00	3728981993.51
2801450000.00	3728981993.52
2802300000.00	3728981993.53
2803150000.00	3728981993.54
2804000000.00	3728981993.55
2804850000.00	3728981993.56
2805700000.00	3728981993.57
2806550000.00	3728981993.57
2807400000.00	3728981993.58
2808250000.00	3728981993.59
2809100000.00	3728981993.60
2809950000.00	3728981993.61
2810800000.00	3728981993.62
2811650000.00	3728981993.63
2812500000.00	3728981993.64
2813350000.00	3728981993.65
2814200000.00	3728981993.65
2815050000.00	3728981993.66
2815900000.00	3728981993.67
2816750000.00	3728981993.68
2817600000.00	3728981993.69
2818450000.00	3728981993.70
2819300000.00	3728981993.71
2820150000.00	3728981993.72
2821000000.00	3728981993.72
2821850000.00	3728981993.73
2822700000.00	3728981993.74
2823550000.00	3728981993.75
2824400000.00	3728981993.76
2825250000.00	3728981993.77
2826100000.00	3728981993.78
2826950000.00	3728981993.78
2827800000.00	3728981993.79
2828650000.00	3728981993.80
2829500000.00	3728981993.81
2830350000.00	3728981993.82
2831200000.00	3728981993.83
2832050000.00	3728981993.84
2832900000.00	3728981993.85
2833750000.00	3728981993.85
2834600000.00	3728981993.86
2835450000.00	3728981993.87
2836300000.00	3728981993.88
2837150000.00	3728981993.89
2838000000.00	3728981993.90
2838850000.00	3728981993.91
2839700000.00	3728981993.91
2840550000.00	3728981993.92
2841400000.00	3728981993.93
2842250000.00	3728981993.94
2843100000.00	3728981993.95
2843950000.00	3728981993.96
2844800000.00	3728981993.97
2845650000.00	3728981993.98
2846500000.00	3728981993.98
2847350000.00	3728981993.99
2848200000.00	3728981994.00
2849050000.00	3728981994.01
2849900000.00	3728981994.02
2850750000.00	3728981994.03
2851600000.00	3728981994.04
2852450000.00	3728981994.05
2853300000.00	3728981994.06
2854150000.00	3728981994.06
2855000000.00	3728981994.07
2855850000.00	3728981994.08
2856700000.00	3728981994.09
2857550000.00	3728981994.10
2858400000.00	3728981994.11
2859250000.00	3728981994.12
2860100000.00	3728981994.12
2860950000.00	3728981994.13
2861800000.00	3728981994.14
2862650000.00	3728981994.15
2863500000.00	3728981994.16
2864350000.00	3728981994.17
2865200000.00	3728981994.18
2866050000.00	3728981994.19
2866900000.00	3728981994.19
2867750000.00	3728981994.20
2868600000.00	3728981994.21
2869450000.00	3728981994.22
2870300000.00	3728981994.23
2871150000.00	3728981994.24
2872000000.00	3728981994.25
2872850000.00	3728981994.26
2873700000.00	3728981994.27
2874550000.00	3728981994.27
2875400000.00	3728981994.28
2876250000.00	3728981994.29
2877100000.00	3728981994.30
2877950000.00	3728981994.31
2878800000.00	3728981994.32
2879650000.00	3728981994.33
2880500000.00	3728981994.34
2881350000.00	3728981994.35
2882200000.00	3728981994.35
2883050000.00	3728981994.36
2883900000.00	3728981994.37
2884750000.00	3728981994.38
2885600000.00	3728981994.39
2886450000.00	3728981994.40
2887300000.00	3728981994.41
2888150000.00	3728981994.41
2889000000.00	3728981994.42
2889850000.00	3728981994.43
2890700000.00	3728981994.44
2891550000.00	3728981994.45
2892400000.00	3728981994.46
2893250000.00	3728981994.47
2894100000.00	3728981994.48
2894950000.00	3728981994.49
2895800000.00	3728981994.49
2896650000.00	3728981994.50
2897500000.00	3728981994.51
2898350000.00	3728981994.52
2899200000.00	3728981994.53
2900050000.00	3728981994.54
2900900000.00	3728981994.55
2901750000.00	3728981994.56
2902600000.00	3728981994.56
2903450000.00	3728981994.57
2904300000.00	3728981994.58
2905150000.00	3728981994.59
2906000000.00	3728981994.60
2906850000.00	3728981994.61
2907700000.00	3728981994.62
2908550000.00	3728981994.62
2909400000.00	3728981994.63
2910250000.00	3728981994.64
2911100000.00	3728981994.65
2911950000.00	3728981994.66
2912800000.00	3728981994.67
2913650000.00	3728981994.68
2914500000.00	3728981994.69
2915350000.00	3728981994.69
2916200000.00	3728981994.70
2917050000.00	3728981994.71
2917900000.00	3728981994.72
2918750000.00	3728981994.73
2919600000.00	3728981994.74
2920450000.00	3728981994.75
2921300000.00	3728981994.75
2922150000.00	3728981994.76
2923000000.00	3728981994.77
2923850000.00	3728981994.78
2924700000.00	3728981994.79
2925550000.00	3728981994.80
2926400000.00	3728981994.81
2927250000.00	3728981994.82
2928100000.00	3728981994.83
2928950000.00	3728981994.83
2929800000.00	3728981994.84
2930650000.00	3728981994.85
2931500000.00	3728981994.86
2932350000.00	3728981994.87
