#Sample	Not specified	
#B-Field Phi	-1.24126862128E+2	deg
RF-Frequency	Timestamp
Hz	s since 1904-01-01 12amUTC
2770000000.00	3728981996.75
2770850000.00	3728981996.75
2771700000.00	3728981996.76
2772550000.00	3728981996.77
2773400000.00	3728981996.78
2774250000.00	3728981996.79
2775100000.00	3728981996.80
2775950000.00	3728981996.81
2776800000.00	3728981996.82
2777650000.00	3728981996.82
2778500000.00	3728981996.83
2779350000.00	3728981996.84
2780200000.00	3728981996.85
2781050000.00	3728981996.86
2781900000.00	3728981996.87
2782750000.00	3728981996.88
2783600000.00	3728981996.89
2784450000.00	3728981996.89
2785300000.00	3728981996.90
2786150000.00	3728981996.91
2787000000.00	3728981996.92
2787850000.00	3728981996.93
2788700000.00	3728981996.94
2789550000.00	3728981996.95
2790400000.00	3728981996.96
2791250000.00	3728981996.97
2792100000.00	3728981996.97
2792950000.00	3728981996.98
2793800000.00	3728981996.99
2794650000.00	3728981997.00
2795500000.00	3728981997.01
2796350000.00	3728981997.02
2797200000.00	3728981997.03
2798050000.00	3728981997.04
2798900000.00	3728981997.05
2799750000.00	3728981997.05
2800600000.00	3728981997.06
2801450000.00	3728981997.07
2802300000.00	3728981997.08
2803150000.00	3728981997.09
2804000000.00	3728981997.10
2804850000.00	3728981997.10
2805700000.00	3728981997.11
2806550000.00	3728981997.12
2807400000.00	3728981997.13
2808250000.00	3728981997.14
2809100000.00	3728981997.15
2809950000.00	3728981997.16
2810800000.00	3728981997.17
2811650000.00	3728981997.18
2812500000.00	3728981997.18
2813350000.00	3728981997.19
2814200000.00	3728981997.20
2815050000.00	3728981997.21
2815900000.00	3728981997.22
2816750000.00	3728981997.23
2817600000.00	3728981997.24
2818450000.00	3728981997.25
2819300000.00	3728981997.25
2820150000.00	3728981997.26
2821000000.00	3728981997.27
2821850000.00	3728981997.28
2822700000.00	3728981997.29
2823550000.00	3728981997.30
2824400000.00	3728981997.30
2825250000.00	3728981997.31
2826100000.00	3728981997.32
2826950000.00	3728981997.33
2827800000.00	3728981997.34
2828650000.00	3728981997.35
2829500000.00	3728981997.36
2830350000.00	3728981997.37
2831200000.00	3728981997.38
2832050000.00	3728981997.38
2832900000.00	3728981997.39
2833750000.00	3728981997.40
2834600000.00	3728981997.41
2835450000.00	3728981997.42
2836300000.00	3728981997.43
2837150000.00	3728981997.44
2838000000.00	3728981997.45
2838850000.00	3728981997.45
2839700000.00	3728981997.46
2840550000.00	3728981997.47
2841400000.00	3728981997.48
2842250000.00	3728981997.49
2843100000.00	3728981997.50
2843950000.00	3728981997.51
2844800000.00	3728981997.52
2845650000.00	3728981997.52
2846500000.00	3728981997.53
2847350000.00	3728981997.54
2848200000.00	3728981997.55
2849050000.00	3728981997.56
2849900000.00	3728981997.57
2850750000.00	3728981997.58
2851600000.00	3728981997.59
2852450000.00	3728981997.59
2853300000.00	3728981997.60
2854150000.00	3728981997.61
2855000000.00	3728981997.62
2855850000.00	3728981997.63
2856700000.00	3728981997.64
2857550000.00	3728981997.65
2858400000.00	3728981997.66
2859250000.00	3728981997.66
2860100000.00	3728981997.67
2860950000.00	3728981997.68
2861800000.00	3728981997.69
2862650000.00	3728981997.70
2863500000.00	3728981997.71
2864350000.00	3728981997.72
2865200000.00	3728981997.72
2866050000.00	3728981997.73
2866900000.00	3728981997.74
2867750000.00	3728981997.75
2868600000.00	3728981997.76
2869450000.00	3728981997.77
2870300000.00	3728981997.78
2871150000.00	3728981997.79
2872000000.00	3728981997.80
2872850000.00	3728981997.81
2873700000.00	3728981997.81
2874550000.00	3728981997.82
2875400000.00	3728981997.83
2876250000.00	3728981997.84
2877100000.00	3728981997.85
2877950000.00	3728981997.86
2878800000.00	3728981997.87
2879650000.00	3728981997.88
2880500000.00	3728981997.88
2881350000.00	3728981997.89
2882200000.00	3728981997.90
2883050000.00	3728981997.91
2883900000.00	3728981997.92
2884750000.00	3728981997.93
2885600000.00	3728981997.94
2886450000.00	3728981997.95
2887300000.00	3728981997.95
2888150000.00	3728981997.96
2889000000.00	3728981997.97
2889850000.00	3728981997.98
2890700000.00	3728981997.99
2891550000.00	3728981998.00
2892400000.00	3728981998.01
2893250000.00	3728981998.02
2894100000.00	3728981998.02
2894950000.00	3728981998.03
2895800000.00	3728981998.04
2896650000.00	3728981998.05
2897500000.00	3728981998.06
2898350000.00	3728981998.07
2899200000.00	3728981998.08
2900050000.00	3728981998.09
2900900000.00	3728981998.09
2901750000.00	3728981998.10
2902600000.00	3728981998.11
2903450000.00	3728981998.12
2904300000.00	3728981998.13
2905150000.00	3728981998.14
2906000000.00	3728981998.15
2906850000.00	3728981998.16
2907700000.00	3728981998.16
2908550000.00	3728981998.17
2909400000.00	3728981998.18
2910250000.00	3728981998.19
2911100000.00	3728981998.20
2911950000.00	3728981998.21
2912800000.00	3728981998.22
2913650000.00	3728981998.23
2914500000.00	3728981998.23
2915350000.00	3728981998.24
2916200000.00	3728981998.25
2917050000.00	3728981998.26
2917900000.00	3728981998.27
2918750000.00	3728981998.28
2919600000.00	3728981998.29
2920450000.00	3728981998.29
2921300000.00	3728981998.30
2922150000.00	3728981998.31
2923000000.00	3728981998.32
2923850000.00	3728981998.33
2924700000.00	3728981998.34
2925550000.00	3728981998.34
2926400000.00	3728981998.35
2927250000.00	3728981998.36
2928100000.00	3728981998.37
2928950000.00	3728981998.38
2929800000.00	3728981998.39
2930650000.00	3728981998.40
2931500000.00	3728981998.41
2932350000.00	3728981998.42
2933200000.00	3728981998.42
2934050000.00	3728981998.43
2934900000.00	3728981998.44
2935750000.00	3728981998.45
2936600000.00	3728981998.46
2937450000.00	3728981998.47
2938300000.00	3728981998.47
2939150000.00	3728981998.48
2940000000.00	3728981998.49
2940850000.00	3728981998.50
2941700000.00	3728981998.51
2942550000.00	3728981998.52
2943400000.00	3728981998.53
2944250000.00	3728981998.54
2945100000.00	3728981998.54
2945950000.00	3728981998.55
2946800000.00	3728981998.56
2947650000.00	3728981998.57
2948500000.00	3728981998.58
2949350000.00	3728981998.59
2950200000.00	3728981998.60
2951050000.00	3728981998.60
2951900000.00	3728981998.61
2952750000.00	3728981998.62
2953600000.00	3728981998.63
2954450000.00	3728981998.64
2955300000.00	3728981998.65
2956150000.00	3728981998.65
2957000000.00	3728981998.66
2957850000.00	3728981998.67
2958700000.00	3728981998.68
2959550000.00	3728981998.69
2960400000.00	3728981998.70
2961250000.00	3728981998.71
2962100000.00	3728981998.72
2962950000.00	3728981998.72
2963800000.00	3728981998.73
2964650000.00	3728981998.74
2965500000.00	3728981998.75
2966350000.00	3728981998.76
2967200000.00	3728981998.77
2968050000.00	3728981998.78
2968900000.00	3728981998.78
2969750000.00	3728981998.79
