#Sample	Not specified
RF-Frequency	Timestamp	Photon Counter1 CH A	Photon Counter1 CH B	Photon Counter1 Ratio
Hz	s since 1904-01-01 12amUTC	counts	counts	a.u.
2670000000.00	3728978441.30	1013142.00000	1013672.00000	0.999477148427
2674000000.00	3728978443.21	1016896.00000	1019068.00000	0.997868640758
2678000000.00	3728978445.81	1005867.00000	1006900.00000	0.998974078856
2682000000.00	3728978447.10	999187.000000	999513.000000	0.999673841161
2686000000.00	3728978448.39	998064.000000	999530.000000	0.998533310656
2690000000.00	3728978449.72	1005883.00000	1006671.00000	0.999217221913
2694000000.00	3728978451.01	999989.000000	1001097.00000	0.998893214144
2698000000.00	3728978452.30	1014758.00000	1014950.00000	0.999810828120
2702000000.00	3728978453.62	1009640.00000	1011486.00000	0.998174962382
2706000000.00	3728978454.91	1007373.00000	1010978.00000	0.996434145946
2710000000.00	3728978456.20	1003631.00000	1004832.00000	0.998804775326
2714000000.00	3728978457.53	1017913.00000	1020802.00000	0.997169872316
2718000000.00	3728978458.82	1009895.00000	1012128.00000	0.997793757311
2722000000.00	3728978460.11	1001525.00000	1001876.00000	0.999649657243
2726000000.00	3728978461.44	1002518.00000	1000681.00000	1.00183574985
2730000000.00	3728978462.73	999548.000000	998517.000000	1.00103253124
2734000000.00	3728978464.02	989917.000000	992117.000000	0.997782519602
2738000000.00	3728978465.34	997660.000000	999037.000000	0.998621672671
2742000000.00	3728978466.63	995363.000000	997115.000000	0.998242930856
2746000000.00	3728978467.92	990719.000000	992541.000000	0.998164307570
2750000000.00	3728978469.25	982390.000000	983428.000000	0.998944508393
2754000000.00	3728978470.54	998161.000000	999425.000000	0.998735272782
2758000000.00	3728978471.83	1014520.00000	1015990.00000	0.998553135366
2762000000.00	3728978473.16	1001210.00000	1000701.00000	1.00050864344
2766000000.00	3728978474.45	998415.000000	997572.000000	1.00084505179
2770000000.00	3728978475.74	1009557.00000	1009505.00000	1.00005151039
2774000000.00	3728978477.06	996011.000000	996206.000000	0.999804257352
2778000000.00	3728978478.35	1005866.00000	1005918.00000	0.999948305926
2782000000.00	3728978479.64	989769.000000	990953.000000	0.998805190559
