#Sample	Not specified	
#B-Field Phi	5.04283669450E+1	deg
RF-Frequency	Timestamp
Hz	s since 1904-01-01 12amUTC
2770000000.00	3728982456.54
2770850000.00	3728982456.55
2771700000.00	3728982456.56
2772550000.00	3728982456.57
2773400000.00	3728982456.58
2774250000.00	3728982456.59
2775100000.00	3728982456.59
2775950000.00	3728982456.60
2776800000.00	3728982456.61
2777650000.00	3728982456.62
2778500000.00	3728982456.63
2779350000.00	3728982456.64
2780200000.00	3728982456.64
2781050000.00	3728982456.65
2781900000.00	3728982456.66
2782750000.00	3728982456.67
2783600000.00	3728982456.68
2784450000.00	3728982456.69
2785300000.00	3728982456.71
2786150000.00	3728982456.72
2787000000.00	3728982456.72
2787850000.00	3728982456.73
2788700000.00	3728982456.74
2789550000.00	3728982456.75
2790400000.00	3728982456.76
2791250000.00	3728982456.77
2792100000.00	3728982456.78
2792950000.00	3728982456.79
2793800000.00	3728982456.79
2794650000.00	3728982456.80
2795500000.00	3728982456.81
2796350000.00	3728982456.82
2797200000.00	3728982456.83
2798050000.00	3728982456.84
2798900000.00	3728982456.85
2799750000.00	3728982456.85
2800600000.00	3728982456.86
2801450000.00	3728982456.87
2802300000.00	3728982456.88
2803150000.00	3728982456.89
2804000000.00	3728982456.90
2804850000.00	3728982456.91
2805700000.00	3728982456.92
2806550000.00	3728982456.92
2807400000.00	3728982456.93
2808250000.00	3728982456.94
2809100000.00	3728982456.95
2809950000.00	3728982456.96
2810800000.00	3728982456.97
2811650000.00	3728982456.98
2812500000.00	3728982456.99
2813350000.00	3728982456.99
2814200000.00	3728982457.01
2815050000.00	3728982457.02
2815900000.00	3728982457.03
2816750000.00	3728982457.04
2817600000.00	3728982457.04
2818450000.00	3728982457.05
2819300000.00	3728982457.06
2820150000.00	3728982457.07
2821000000.00	3728982457.08
2821850000.00	3728982457.09
2822700000.00	3728982457.10
2823550000.00	3728982457.10
2824400000.00	3728982457.11
2825250000.00	3728982457.12
2826100000.00	3728982457.13
2826950000.00	3728982457.14
2827800000.00	3728982457.15
2828650000.00	3728982457.16
2829500000.00	3728982457.17
2830350000.00	3728982457.18
2831200000.00	3728982457.18
2832050000.00	3728982457.19
2832900000.00	3728982457.20
2833750000.00	3728982457.21
2834600000.00	3728982457.22
2835450000.00	3728982457.23
2836300000.00	3728982457.24
2837150000.00	3728982457.24
2838000000.00	3728982457.25
2838850000.00	3728982457.26
2839700000.00	3728982457.27
2840550000.00	3728982457.28
2841400000.00	3728982457.29
2842250000.00	3728982457.30
2843100000.00	3728982457.31
2843950000.00	3728982457.32
2844800000.00	3728982457.32
2845650000.00	3728982457.33
2846500000.00	3728982457.34
2847350000.00	3728982457.35
2848200000.00	3728982457.36
2849050000.00	3728982457.37
2849900000.00	3728982457.38
2850750000.00	3728982457.38
2851600000.00	3728982457.39
2852450000.00	3728982457.40
2853300000.00	3728982457.41
2854150000.00	3728982457.42
2855000000.00	3728982457.43
2855850000.00	3728982457.44
2856700000.00	3728982457.45
2857550000.00	3728982457.45
2858400000.00	3728982457.46
2859250000.00	3728982457.47
2860100000.00	3728982457.48
2860950000.00	3728982457.49
2861800000.00	3728982457.50
2862650000.00	3728982457.51
2863500000.00	3728982457.52
2864350000.00	3728982457.53
2865200000.00	3728982457.53
2866050000.00	3728982457.54
2866900000.00	3728982457.55
2867750000.00	3728982457.56
2868600000.00	3728982457.57
2869450000.00	3728982457.58
2870300000.00	3728982457.59
2871150000.00	3728982457.60
2872000000.00	3728982457.60
2872850000.00	3728982457.61
2873700000.00	3728982457.62
2874550000.00	3728982457.63
2875400000.00	3728982457.64
2876250000.00	3728982457.65
2877100000.00	3728982457.66
2877950000.00	3728982457.67
2878800000.00	3728982457.68
2879650000.00	3728982457.68
2880500000.00	3728982457.69
2881350000.00	3728982457.70
2882200000.00	3728982457.71
2883050000.00	3728982457.72
2883900000.00	3728982457.73
2884750000.00	3728982457.74
2885600000.00	3728982457.75
2886450000.00	3728982457.76
2887300000.00	3728982457.76
2888150000.00	3728982457.77
2889000000.00	3728982457.78
2889850000.00	3728982457.79
2890700000.00	3728982457.80
2891550000.00	3728982457.81
2892400000.00	3728982457.82
2893250000.00	3728982457.83
2894100000.00	3728982457.84
2894950000.00	3728982457.85
2895800000.00	3728982457.85
2896650000.00	3728982457.86
2897500000.00	3728982457.87
2898350000.00	3728982457.88
2899200000.00	3728982457.89
2900050000.00	3728982457.90
2900900000.00	3728982457.90
2901750000.00	3728982457.91
2902600000.00	3728982457.92
2903450000.00	3728982457.93
2904300000.00	3728982457.94
2905150000.00	3728982457.95
2906000000.00	3728982457.96
2906850000.00	3728982457.97
2907700000.00	3728982457.97
2908550000.00	3728982457.98
2909400000.00	3728982457.99
2910250000.00	3728982458.00
2911100000.00	3728982458.01
2911950000.00	3728982458.02
2912800000.00	3728982458.03
2913650000.00	3728982458.04
2914500000.00	3728982458.04
2915350000.00	3728982458.05
2916200000.00	3728982458.06
2917050000.00	3728982458.07
2917900000.00	3728982458.08
2918750000.00	3728982458.09
2919600000.00	3728982458.10
2920450000.00	3728982458.10
2921300000.00	3728982458.11
