#Sample	Not specified	
#B-Field Phi	1.94480651079E+1	deg
RF-Frequency	Timestamp
Hz	s since 1904-01-01 12amUTC
2770000000.00	3728981982.49
2770850000.00	3728981982.50
2771700000.00	3728981982.50
2772550000.00	3728981982.51
2773400000.00	3728981982.52
2774250000.00	3728981982.53
2775100000.00	3728981982.54
2775950000.00	3728981982.55
2776800000.00	3728981982.56
2777650000.00	3728981982.57
2778500000.00	3728981982.58
2779350000.00	3728981982.59
2780200000.00	3728981982.60
2781050000.00	3728981982.61
2781900000.00	3728981982.61
2782750000.00	3728981982.62
2783600000.00	3728981982.63
2784450000.00	3728981982.64
2785300000.00	3728981982.65
2786150000.00	3728981982.66
2787000000.00	3728981982.67
2787850000.00	3728981982.67
2788700000.00	3728981982.68
2789550000.00	3728981982.69
2790400000.00	3728981982.70
2791250000.00	3728981982.71
2792100000.00	3728981982.73
2792950000.00	3728981982.75
2793800000.00	3728981982.76
2794650000.00	3728981982.77
2795500000.00	3728981982.78
2796350000.00	3728981982.79
2797200000.00	3728981982.79
2798050000.00	3728981982.80
2798900000.00	3728981982.81
2799750000.00	3728981982.82
2800600000.00	3728981982.83
2801450000.00	3728981982.84
2802300000.00	3728981982.85
2803150000.00	3728981982.87
2804000000.00	3728981982.88
2804850000.00	3728981982.89
2805700000.00	3728981982.90
2806550000.00	3728981982.91
2807400000.00	3728981982.92
2808250000.00	3728981982.92
2809100000.00	3728981982.93
2809950000.00	3728981982.94
2810800000.00	3728981982.95
2811650000.00	3728981982.96
2812500000.00	3728981982.97
2813350000.00	3728981982.98
2814200000.00	3728981982.99
2815050000.00	3728981983.00
2815900000.00	3728981983.00
2816750000.00	3728981983.01
2817600000.00	3728981983.02
2818450000.00	3728981983.03
2819300000.00	3728981983.04
2820150000.00	3728981983.05
2821000000.00	3728981983.06
2821850000.00	3728981983.06
2822700000.00	3728981983.07
2823550000.00	3728981983.08
2824400000.00	3728981983.09
2825250000.00	3728981983.10
2826100000.00	3728981983.11
2826950000.00	3728981983.12
2827800000.00	3728981983.13
2828650000.00	3728981983.14
2829500000.00	3728981983.15
2830350000.00	3728981983.16
2831200000.00	3728981983.16
2832050000.00	3728981983.17
2832900000.00	3728981983.18
2833750000.00	3728981983.19
2834600000.00	3728981983.20
2835450000.00	3728981983.21
2836300000.00	3728981983.22
2837150000.00	3728981983.23
2838000000.00	3728981983.23
2838850000.00	3728981983.24
2839700000.00	3728981983.25
2840550000.00	3728981983.26
2841400000.00	3728981983.27
2842250000.00	3728981983.28
2843100000.00	3728981983.29
2843950000.00	3728981983.30
2844800000.00	3728981983.31
2845650000.00	3728981983.31
2846500000.00	3728981983.32
2847350000.00	3728981983.33
2848200000.00	3728981983.34
2849050000.00	3728981983.35
2849900000.00	3728981983.36
2850750000.00	3728981983.37
2851600000.00	3728981983.38
2852450000.00	3728981983.38
2853300000.00	3728981983.39
2854150000.00	3728981983.40
2855000000.00	3728981983.41
2855850000.00	3728981983.42
2856700000.00	3728981983.43
2857550000.00	3728981983.44
2858400000.00	3728981983.45
2859250000.00	3728981983.46
2860100000.00	3728981983.46
2860950000.00	3728981983.47
2861800000.00	3728981983.48
2862650000.00	3728981983.49
2863500000.00	3728981983.50
2864350000.00	3728981983.51
2865200000.00	3728981983.52
2866050000.00	3728981983.53
2866900000.00	3728981983.54
2867750000.00	3728981983.54
2868600000.00	3728981983.55
2869450000.00	3728981983.56
2870300000.00	3728981983.57
2871150000.00	3728981983.58
2872000000.00	3728981983.59
2872850000.00	3728981983.60
2873700000.00	3728981983.61
2874550000.00	3728981983.61
2875400000.00	3728981983.62
2876250000.00	3728981983.63
2877100000.00	3728981983.64
2877950000.00	3728981983.65
2878800000.00	3728981983.66
2879650000.00	3728981983.67
2880500000.00	3728981983.68
2881350000.00	3728981983.68
2882200000.00	3728981983.69
2883050000.00	3728981983.70
2883900000.00	3728981983.71
2884750000.00	3728981983.72
2885600000.00	3728981983.73
2886450000.00	3728981983.74
2887300000.00	3728981983.75
2888150000.00	3728981983.75
2889000000.00	3728981983.76
