#Sample	Not specified	
#B-Field Phi	1.94480651079E+1	deg
RF-Frequency	Timestamp
2889850000.00	3728981983.77
2890700000.00	3728981983.78
2891550000.00	3728981983.79
2892400000.00	3728981983.80
2893250000.00	3728981983.81
2894100000.00	3728981983.82
2894950000.00	3728981983.83
2895800000.00	3728981983.84
2896650000.00	3728981983.84
2897500000.00	3728981983.85
2898350000.00	3728981983.86
2899200000.00	3728981983.87
2900050000.00	3728981983.88
2900900000.00	3728981983.89
2901750000.00	3728981983.89
2902600000.00	3728981983.90
2903450000.00	3728981983.91
2904300000.00	3728981983.92
2905150000.00	3728981983.93
2906000000.00	3728981983.94
2906850000.00	3728981983.95
2907700000.00	3728981983.96
2908550000.00	3728981983.97
2909400000.00	3728981983.97
2910250000.00	3728981983.98
2911100000.00	3728981983.99
2911950000.00	3728981984.00
2912800000.00	3728981984.01
2913650000.00	3728981984.02
2914500000.00	3728981984.03
2915350000.00	3728981984.04
2916200000.00	3728981984.05
2917050000.00	3728981984.05
2917900000.00	3728981984.06
2918750000.00	3728981984.07
2919600000.00	3728981984.08
2920450000.00	3728981984.09
2921300000.00	3728981984.10
2922150000.00	3728981984.11
2923000000.00	3728981984.11
2923850000.00	3728981984.12
2924700000.00	3728981984.13
2925550000.00	3728981984.14
2926400000.00	3728981984.15
2927250000.00	3728981984.16
2928100000.00	3728981984.17
2928950000.00	3728981984.18
2929800000.00	3728981984.18
2930650000.00	3728981984.19
2931500000.00	3728981984.20
2932350000.00	3728981984.21
2933200000.00	3728981984.22
2934050000.00	3728981984.23
2934900000.00	3728981984.24
2935750000.00	3728981984.24
2936600000.00	3728981984.25
2937450000.00	3728981984.26
2938300000.00	3728981984.27
2939150000.00	3728981984.28
2940000000.00	3728981984.29
2940850000.00	3728981984.30
2941700000.00	3728981984.30
2942550000.00	3728981984.31
2943400000.00	3728981984.32
2944250000.00	3728981984.33
2945100000.00	3728981984.34
2945950000.00	3728981984.35
2946800000.00	3728981984.36
2947650000.00	3728981984.37
2948500000.00	3728981984.37
2949350000.00	3728981984.38
2950200000.00	3728981984.39
2951050000.00	3728981984.40
2951900000.00	3728981984.41
2952750000.00	3728981984.42
2953600000.00	3728981984.42
2954450000.00	3728981984.43
2955300000.00	3728981984.44
2956150000.00	3728981984.45
2957000000.00	3728981984.46
2957850000.00	3728981984.47
2958700000.00	3728981984.48
2959550000.00	3728981984.48
2960400000.00	3728981984.49
2961250000.00	3728981984.50
2962100000.00	3728981984.51
2962950000.00	3728981984.52
2963800000.00	3728981984.53
2964650000.00	3728981984.54
2965500000.00	3728981984.55
2966350000.00	3728981984.56
2967200000.00	3728981984.56
2968050000.00	3728981984.57
2968900000.00	3728981984.58
2969750000.00	3728981984.59
