#Sample	Not specified	
#B-Field Phi	-1.55670013982E+2	deg
RF-Frequency	Timestamp
Hz	s since 1904-01-01 12amUTC
2770000000.00	3728982000.29
2770850000.00	3728982000.30
2771700000.00	3728982000.31
2772550000.00	3728982000.32
2773400000.00	3728982000.33
2774250000.00	3728982000.34
2775100000.00	3728982000.35
2775950000.00	3728982000.36
2776800000.00	3728982000.36
2777650000.00	3728982000.37
2778500000.00	3728982000.38
2779350000.00	3728982000.39
2780200000.00	3728982000.40
2781050000.00	3728982000.41
2781900000.00	3728982000.42
2782750000.00	3728982000.43
2783600000.00	3728982000.44
2784450000.00	3728982000.44
2785300000.00	3728982000.45
2786150000.00	3728982000.46
2787000000.00	3728982000.47
2787850000.00	3728982000.48
2788700000.00	3728982000.49
2789550000.00	3728982000.50
2790400000.00	3728982000.50
2791250000.00	3728982000.51
2792100000.00	3728982000.52
2792950000.00	3728982000.53
2793800000.00	3728982000.54
2794650000.00	3728982000.55
2795500000.00	3728982000.56
2796350000.00	3728982000.57
2797200000.00	3728982000.58
2798050000.00	3728982000.58
2798900000.00	3728982000.59
2799750000.00	3728982000.60
2800600000.00	3728982000.61
2801450000.00	3728982000.62
2802300000.00	3728982000.63
2803150000.00	3728982000.64
2804000000.00	3728982000.65
2804850000.00	3728982000.66
2805700000.00	3728982000.66
2806550000.00	3728982000.67
2807400000.00	3728982000.68
2808250000.00	3728982000.69
2809100000.00	3728982000.70
2809950000.00	3728982000.71
2810800000.00	3728982000.72
2811650000.00	3728982000.73
2812500000.00	3728982000.73
2813350000.00	3728982000.74
2814200000.00	3728982000.75
2815050000.00	3728982000.76
2815900000.00	3728982000.77
2816750000.00	3728982000.78
2817600000.00	3728982000.79
2818450000.00	3728982000.79
2819300000.00	3728982000.80
2820150000.00	3728982000.81
2821000000.00	3728982000.82
2821850000.00	3728982000.83
2822700000.00	3728982000.84
2823550000.00	3728982000.85
2824400000.00	3728982000.86
2825250000.00	3728982000.86
2826100000.00	3728982000.87
2826950000.00	3728982000.88
2827800000.00	3728982000.89
2828650000.00	3728982000.90
2829500000.00	3728982000.91
2830350000.00	3728982000.92
2831200000.00	3728982000.93
2832050000.00	3728982000.94
2832900000.00	3728982000.95
2833750000.00	3728982000.95
2834600000.00	3728982000.96
2835450000.00	3728982000.97
2836300000.00	3728982000.98
2837150000.00	3728982000.99
2838000000.00	3728982001.00
2838850000.00	3728982001.00
2839700000.00	3728982001.01
2840550000.00	3728982001.02
2841400000.00	3728982001.03
2842250000.00	3728982001.04
2843100000.00	3728982001.05
2843950000.00	3728982001.06
2844800000.00	3728982001.07
2845650000.00	3728982001.08
2846500000.00	3728982001.08
2847350000.00	3728982001.09
2848200000.00	3728982001.10
2849050000.00	3728982001.11
2849900000.00	3728982001.12
2850750000.00	3728982001.13
2851600000.00	3728982001.14
2852450000.00	3728982001.14
2853300000.00	3728982001.16
2854150000.00	3728982001.16
2855000000.00	3728982001.17
2855850000.00	3728982001.18
2856700000.00	3728982001.19
2857550000.00	3728982001.20
2858400000.00	3728982001.21
2859250000.00	3728982001.22
2860100000.00	3728982001.22
2860950000.00	3728982001.23
2861800000.00	3728982001.24
2862650000.00	3728982001.25
2863500000.00	3728982001.26
2864350000.00	3728982001.27
2865200000.00	3728982001.28
2866050000.00	3728982001.29
2866900000.00	3728982001.29
2867750000.00	3728982001.30
