#Sample	Not specified	
#B-Field Theta	1.69998995421E+2	deg
RF-Frequency	Timestamp	Photon Counter1 CH A	Photon Counter1 CH B	Photon Counter1 Ratio
Hz	s since 1904-01-01 12amUTC	counts	counts	a.u.
2790000000.00	3728996085.18	1117950.00000	1118412.00000	0.999586914303
2790850000.00	3728996086.46	1116979.00000	1117095.00000	0.999896159234
2791700000.00	3728996087.78	1108877.00000	1109897.00000	0.999080995804
2792550000.00	3728996089.07	1105376.00000	1107920.00000	0.997703805329
2793400000.00	3728996090.36	1102748.00000	1104259.00000	0.998631661594
2794250000.00	3728996091.68	1104477.00000	1105459.00000	0.999111681211
2795100000.00	3728996092.97	1110206.00000	1108698.00000	1.00136015398
2795950000.00	3728996094.26	1106718.00000	1106420.00000	1.00026933714
2796800000.00	3728996095.58	1109410.00000	1106215.00000	1.00288822697
2797650000.00	3728996096.87	1103812.00000	1106429.00000	0.997634733001
2798500000.00	3728996098.16	1101604.00000	1104055.00000	0.997780001902
2799350000.00	3728996099.48	1099982.00000	1100044.00000	0.999943638618
2800200000.00	3728996100.77	1096220.00000	1099083.00000	0.997395101189
2801050000.00	3728996102.10	1085265.00000	1086733.00000	0.998649162214
2801900000.00	3728996103.39	1086470.00000	1087781.00000	0.998794794173
2802750000.00	3728996104.68	1099803.00000	1099306.00000	1.00045210342
2803600000.00	3728996106.01	1099996.00000	1101764.00000	0.998395300627
2804450000.00	3728996107.30	1097600.00000	1100667.00000	0.997213507809
2805300000.00	3728996108.59	1095408.00000	1097526.00000	0.998070205171
2806150000.00	3728996109.91	1103005.00000	1104331.00000	0.998799273044
2807000000.00	3728996111.20	1101020.00000	1103197.00000	0.998026644380
2807850000.00	3728996112.49	1098748.00000	1101086.00000	0.997876641788
2808700000.00	3728996113.82	1104274.00000	1106916.00000	0.997613188354
2809550000.00	3728996115.11	1101787.00000	1101920.00000	0.999879301583
2810400000.00	3728996116.40	1103476.00000	1105681.00000	0.998005753920
2811250000.00	3728996117.73	1100179.00000	1102503.00000	0.997892069228
2812100000.00	3728996119.02	1102077.00000	1102350.00000	0.999752347258
2812950000.00	3728996120.31	1107814.00000	1108795.00000	0.999115255751
2813800000.00	3728996121.64	1099756.00000	1100686.00000	0.999155072382
2814650000.00	3728996122.93	1097284.00000	1098445.00000	0.998943051313
2815500000.00	3728996124.22	1100901.00000	1102798.00000	0.998279830032
2816350000.00	3728996125.55	1099495.00000	1102579.00000	0.997202921514
2817200000.00	3728996126.84	1099148.00000	1102553.00000	0.996911713088
2818050000.00	3728996128.13	1098463.00000	1100027.00000	0.998578216716
2818900000.00	3728996129.42	1092885.00000	1094758.00000	0.998289119605
2819750000.00	3728996130.74	1101103.00000	1101936.00000	0.999244057731
2820600000.00	3728996132.03	1101099.00000	1101850.00000	0.999318419023
2821450000.00	3728996133.32	1099195.00000	1102111.00000	0.997354168500
2822300000.00	3728996134.64	1095635.00000	1097200.00000	0.998573641998
2823150000.00	3728996135.93	1101572.00000	1103684.00000	0.998086408791
2824000000.00	3728996137.22	1101304.00000	1104258.00000	0.997324900521
2824850000.00	3728996138.54	1099325.00000	1100572.00000	0.998866952821
2825700000.00	3728996139.83	1108863.00000	1108129.00000	1.00066237776
2826550000.00	3728996141.12	1104213.00000	1105575.00000	0.998768061868
2827400000.00	3728996142.45	1097529.00000	1099332.00000	0.998359913111
2828250000.00	3728996143.74	1099325.00000	1098714.00000	1.00055610468
2829100000.00	3728996145.03	1098011.00000	1099511.00000	0.998635757168
2829950000.00	3728996146.36	1102341.00000	1105603.00000	0.997049573852
2830800000.00	3728996147.65	1097087.00000	1099960.00000	0.997388086840
2831650000.00	3728996148.94	1105304.00000	1106027.00000	0.999346308906
2832500000.00	3728996150.26	1107003.00000	1108009.00000	0.999092065137
2833350000.00	3728996151.55	1099332.00000	1099787.00000	0.999586283526
2834200000.00	3728996152.84	1102589.00000	1102761.00000	0.999844027854
2835050000.00	3728996154.16	1096936.00000	1100504.00000	0.996757849131
2835900000.00	3728996155.45	1099253.00000	1098956.00000	1.00027025650
2836750000.00	3728996156.78	1094094.00000	1093639.00000	1.00041604222
2837600000.00	3728996158.07	1100477.00000	1103735.00000	0.997048204506
2838450000.00	3728996159.36	1093594.00000	1096749.00000	0.997123316274
2839300000.00	3728996160.69	1089800.00000	1089784.00000	1.00001468181
2840150000.00	3728996161.98	1095049.00000	1095450.00000	0.999633940390
2841000000.00	3728996163.27	1099250.00000	1100279.00000	0.999064782660
2841850000.00	3728996164.60	1103672.00000	1104909.00000	0.998880450788
2842700000.00	3728996165.89	1094679.00000	1096490.00000	0.998348366150
2843550000.00	3728996167.18	1092695.00000	1095117.00000	0.997788364166
2844400000.00	3728996168.51	1093525.00000	1093264.00000	1.00023873465
2845250000.00	3728996169.80	1089037.00000	1093229.00000	0.996165487743
2846100000.00	3728996171.07	1084921.00000	1089247.00000	0.996028449011
2846950000.00	3728996172.39	1076764.00000	1079394.00000	0.997563447638
2847800000.00	3728996173.68	1082086.00000	1083935.00000	0.998294178156
2848650000.00	3728996174.97	1090097.00000	1093617.00000	0.996781322895
2849500000.00	3728996176.30	1086632.00000	1087693.00000	0.999024540932
2850350000.00	3728996177.59	1081144.00000	1085612.00000	0.995884349104
2851200000.00	3728996178.88	1091821.00000	1094238.00000	0.997791156951
2852050000.00	3728996180.21	1100729.00000	1103480.00000	0.997506977924
2852900000.00	3728996181.50	1090645.00000	1094799.00000	0.996205696205
2853750000.00	3728996182.79	1086793.00000	1092242.00000	0.995011178841
2854600000.00	3728996184.12	1090492.00000	1098159.00000	0.993018315198
2855450000.00	3728996185.41	1086565.00000	1095912.00000	0.991471030521
2856300000.00	3728996186.70	1080890.00000	1090396.00000	0.991282066332
2857150000.00	3728996188.03	1063369.00000	1078371.00000	0.986088275742
2858000000.00	3728996189.32	1052882.00000	1069061.00000	0.984866158245
2858850000.00	3728996190.61	1055479.00000	1069378.00000	0.987002724949
2859700000.00	3728996191.94	1053717.00000	1068122.00000	0.986513712853
2860550000.00	3728996193.23	1060955.00000	1073952.00000	0.987897969369
2861400000.00	3728996194.50	1083136.00000	1091568.00000	0.992275332366
2862250000.00	3728996195.81	1084545.00000	1095114.00000	0.990348949972
2863100000.00	3728996197.10	1090001.00000	1096507.00000	0.994066613346
2863950000.00	3728996198.39	1087507.00000	1094838.00000	0.993304032195
2864800000.00	3728996199.72	1086723.00000	1088540.00000	0.998330791703
2865650000.00	3728996201.01	1082659.00000	1085925.00000	0.996992425812
2866500000.00	3728996202.30	1081433.00000	1086820.00000	0.995043337443
2867350000.00	3728996203.63	1087289.00000	1088963.00000	0.998462757688
2868200000.00	3728996204.92	1078426.00000	1081702.00000	0.996971439454
2869050000.00	3728996206.19	1075408.00000	1074727.00000	1.00063364929
2869900000.00	3728996207.52	1078230.00000	1080267.00000	0.998114355062
2870750000.00	3728996208.81	1085678.00000	1088954.00000	0.996991608461
2871600000.00	3728996210.10	1088629.00000	1091820.00000	0.997077357074
2872450000.00	3728996211.43	1080418.00000	1084410.00000	0.996318735534
2873300000.00	3728996212.72	1083637.00000	1087776.00000	0.996194988674
2874150000.00	3728996214.01	1085873.00000	1090172.00000	0.996056585566
2875000000.00	3728996215.34	1084461.00000	1091358.00000	0.993680350536
2875850000.00	3728996216.63	1078697.00000	1087377.00000	0.992017487955
2876700000.00	3728996217.92	1072871.00000	1087518.00000	0.986531717176
2877550000.00	3728996219.25	1076057.00000	1092925.00000	0.984566187067
2878400000.00	3728996220.54	1068617.00000	1086571.00000	0.983476459431
2879250000.00	3728996221.83	1071292.00000	1090482.00000	0.982402277158
2880100000.00	3728996223.16	1069898.00000	1090446.00000	0.981156334197
2880950000.00	3728996224.45	1076124.00000	1092429.00000	0.985074544890
2881800000.00	3728996225.74	1074436.00000	1087857.00000	0.987662900547
2882650000.00	3728996227.07	1078184.00000	1090277.00000	0.988908323298
2883500000.00	3728996228.36	1083861.00000	1093225.00000	0.991434517140
2884350000.00	3728996229.65	1089297.00000	1098262.00000	0.991837102622
2885200000.00	3728996230.98	1090594.00000	1097324.00000	0.993866898017
2886050000.00	3728996232.27	1092878.00000	1097510.00000	0.995779537316
2886900000.00	3728996233.56	1093481.00000	1097295.00000	0.996524179915
2887750000.00	3728996234.89	1094056.00000	1096617.00000	0.997664635876
2888600000.00	3728996236.18	1094899.00000	1098032.00000	0.997146713393
2889450000.00	3728996237.47	1097901.00000	1100781.00000	0.997383675772
2890300000.00	3728996238.80	1095721.00000	1099006.00000	0.997010935336
2891150000.00	3728996240.07	1090932.00000	1092171.00000	0.998865562261
2892000000.00	3728996241.36	1092538.00000	1095832.00000	0.996994064784
2892850000.00	3728996242.69	1086693.00000	1090688.00000	0.996337174334
2893700000.00	3728996243.98	1092719.00000	1094044.00000	0.998788896973
2894550000.00	3728996245.25	1105558.00000	1104194.00000	1.00123529018
2895400000.00	3728996246.54	1101007.00000	1102243.00000	0.998878650171
2896250000.00	3728996247.86	1103632.00000	1103870.00000	0.999784394902
2897100000.00	3728996249.15	1096433.00000	1098667.00000	0.997966626831
2897950000.00	3728996250.44	1098478.00000	1099287.00000	0.999264068437
2898800000.00	3728996251.76	1099576.00000	1100874.00000	0.998820936819
2899650000.00	3728996253.05	1102842.00000	1103042.00000	0.999818683241
2900500000.00	3728996254.38	1098274.00000	1100235.00000	0.998217653501
2901350000.00	3728996255.67	1101822.00000	1104753.00000	0.997346918270
2902200000.00	3728996256.96	1106698.00000	1108839.00000	0.998069151608
2903050000.00	3728996258.29	1098103.00000	1099504.00000	0.998725789083
2903900000.00	3728996259.58	1099640.00000	1099214.00000	1.00038754965
2904750000.00	3728996260.87	1105076.00000	1105725.00000	0.999413054783
2905600000.00	3728996262.20	1103824.00000	1104059.00000	0.999787149056
2906450000.00	3728996263.49	1099332.00000	1099981.00000	0.999409989809
2907300000.00	3728996264.78	1096166.00000	1095701.00000	1.00042438585
2908150000.00	3728996266.11	1095588.00000	1095910.00000	0.999706180252
2909000000.00	3728996267.39	1093103.00000	1094757.00000	0.998489162435
2909850000.00	3728996268.68	1096100.00000	1099319.00000	0.997071823556
2910700000.00	3728996270.01	1109000.00000	1109360.00000	0.999675488570
2911550000.00	3728996271.30	1104952.00000	1105511.00000	0.999494351481
2912400000.00	3728996272.59	1103887.00000	1104577.00000	0.999375326482
2913250000.00	3728996273.92	1104603.00000	1105229.00000	0.999433601543
2914100000.00	3728996275.21	1087859.00000	1089091.00000	0.998868781397
2914950000.00	3728996276.50	1095007.00000	1095810.00000	0.999267208731
2915800000.00	3728996277.83	1090654.00000	1095049.00000	0.995986480970
2916650000.00	3728996279.12	1097062.00000	1100694.00000	0.996700263652
2917500000.00	3728996280.41	1091944.00000	1090532.00000	1.00129478090
2918350000.00	3728996281.74	1093499.00000	1096004.00000	0.997714424400
2919200000.00	3728996283.03	1096115.00000	1096476.00000	0.999670763428
2920050000.00	3728996284.32	1097083.00000	1096648.00000	1.00039666329
2920900000.00	3728996285.65	1097441.00000	1098097.00000	0.999402602867
2921750000.00	3728996286.94	1091209.00000	1093156.00000	0.998218918434
2922600000.00	3728996288.23	1096855.00000	1097555.00000	0.999362218750
2923450000.00	3728996289.56	1094762.00000	1096373.00000	0.998530609564
2924300000.00	3728996290.85	1096671.00000	1097706.00000	0.999057124585
2925150000.00	3728996292.14	1094733.00000	1094746.00000	0.999988125099
2926000000.00	3728996293.45	1092564.00000	1092245.00000	1.00029205902
2926850000.00	3728996294.74	1091366.00000	1096016.00000	0.995757361206
2927700000.00	3728996296.03	1101383.00000	1102732.00000	0.998776674659
2928550000.00	3728996297.36	1102757.00000	1103479.00000	0.999345705718
2929400000.00	3728996298.65	1092009.00000	1093232.00000	0.998881298755
2930250000.00	3728996299.94	1086792.00000	1089971.00000	0.997083408641
2931100000.00	3728996301.27	1090308.00000	1092513.00000	0.997981717380
2931950000.00	3728996302.56	1093060.00000	1094869.00000	0.998347747539
2932800000.00	3728996303.85	1091496.00000	1093222.00000	0.998421180693
2933650000.00	3728996305.18	1087967.00000	1092457.00000	0.995889998416
2934500000.00	3728996306.47	1086014.00000	1087379.00000	0.998744687915
2935350000.00	3728996307.80	1086063.00000	1089576.00000	0.996775810040
2936200000.00	3728996309.09	1089362.00000	1090039.00000	0.999378921305
2937050000.00	3728996310.38	1084712.00000	1085966.00000	0.998845267716
2937900000.00	3728996311.71	1071587.00000	1073842.00000	0.997900063510
2938750000.00	3728996313.00	1088269.00000	1088446.00000	0.999837382838
2939600000.00	3728996314.29	1080719.00000	1082102.00000	0.998721931944
2940450000.00	3728996315.62	1081372.00000	1081648.00000	0.999744833809
2941300000.00	3728996316.91	1090155.00000	1091371.00000	0.998885805102
2942150000.00	3728996318.20	1098901.00000	1100186.00000	0.998832015677
2943000000.00	3728996319.52	1087889.00000	1088034.00000	0.999866732106
2943850000.00	3728996320.81	1087421.00000	1090025.00000	0.997611063966
2944700000.00	3728996322.10	1095558.00000	1096243.00000	0.999375138541
