#Sample	Not specified	
#B-Field Phi	6.51460285280E-5	deg
RF-Frequency	Timestamp	Photon Counter1 CH A	Photon Counter1 CH B	Photon Counter1 Ratio
Hz	s since 1904-01-01 12amUTC	counts	counts	a.u.
2770000000.00	3728983526.05	929733.000000	928720.000000	1.00109074856
2770850000.00	3728983527.37	931234.000000	931012.000000	1.00023845020
2771700000.00	3728983528.66	920568.000000	920657.000000	0.999903329905
2772550000.00	3728983529.99	913353.000000	915980.000000	0.997132033451
2773400000.00	3728983531.28	919231.000000	921195.000000	0.997867986691
2774250000.00	3728983532.57	908826.000000	910684.000000	0.997959775290
2775100000.00	3728983533.90	912466.000000	914637.000000	0.997626380739
2775950000.00	3728983535.19	909125.000000	913166.000000	0.995574736685
2776800000.00	3728983536.48	904249.000000	907676.000000	0.996224423693
2777650000.00	3728983537.81	909715.000000	917483.000000	0.991533358111
2778500000.00	3728983539.10	917973.000000	924822.000000	0.992594250569
2779350000.00	3728983540.39	894724.000000	900186.000000	0.993932365089
2780200000.00	3728983541.70	895806.000000	901818.000000	0.993333466398
2781050000.00	3728983542.99	895167.000000	903150.000000	0.991160936721
2781900000.00	3728983544.28	895226.000000	899089.000000	0.995703428693
2782750000.00	3728983545.61	892536.000000	896999.000000	0.995024520652
2783600000.00	3728983546.90	897573.000000	903017.000000	0.993971320584
2784450000.00	3728983548.19	897929.000000	903484.000000	0.993851578999
2785300000.00	3728983549.52	894424.000000	899987.000000	0.993818799605
2786150000.00	3728983550.81	882072.000000	887768.000000	0.993583909310
2787000000.00	3728983552.10	875563.000000	880912.000000	0.993927883829
2787850000.00	3728983553.43	880966.000000	885269.000000	0.995139330531
2788700000.00	3728983554.72	896954.000000	902008.000000	0.994396945482
2789550000.00	3728983556.01	890722.000000	896629.000000	0.993411990913
2790400000.00	3728983557.33	883066.000000	887615.000000	0.994875030278
2791250000.00	3728983558.62	879277.000000	882605.000000	0.996229343817
2792100000.00	3728983559.95	869553.000000	871970.000000	0.997228115646
2792950000.00	3728983561.24	876085.000000	879402.000000	0.996228118653
2793800000.00	3728983562.53	906764.000000	908143.000000	0.998481516677
2794650000.00	3728983563.86	899772.000000	903711.000000	0.995641305683
2795500000.00	3728983565.15	891269.000000	891119.000000	1.00016832769
2796350000.00	3728983566.44	880925.000000	882267.000000	0.998478918513
2797200000.00	3728983567.77	891855.000000	893072.000000	0.998637287923
2798050000.00	3728983569.06	890696.000000	889771.000000	1.00103959333
2798900000.00	3728983570.35	892791.000000	894652.000000	0.997919861577
2799750000.00	3728983571.68	877085.000000	876200.000000	1.00101004337
2800600000.00	3728983572.97	882227.000000	882138.000000	1.00010089124
2801450000.00	3728983574.26	879197.000000	879588.000000	0.999555473699
2802300000.00	3728983575.57	878330.000000	881479.000000	0.996427594985
2803150000.00	3728983576.86	883063.000000	882468.000000	1.00067424541
2804000000.00	3728983578.15	891381.000000	890115.000000	1.00142228813
2804850000.00	3728983579.48	899545.000000	900936.000000	0.998456050152
2805700000.00	3728983580.77	893986.000000	893081.000000	1.00101334593
2806550000.00	3728983582.06	894460.000000	892315.000000	1.00240385962
2807400000.00	3728983583.39	889964.000000	890470.000000	0.999431760756
2808250000.00	3728983584.68	898188.000000	896936.000000	1.00139586325
2809100000.00	3728983585.97	893901.000000	896031.000000	0.997622850102
2809950000.00	3728983587.30	883640.000000	884204.000000	0.999362138149
2810800000.00	3728983588.59	882550.000000	884833.000000	0.997419852108
2811650000.00	3728983589.88	876183.000000	878332.000000	0.997553316969
2812500000.00	3728983591.21	888133.000000	888594.000000	0.999481202889
2813350000.00	3728983592.50	893560.000000	895010.000000	0.998379906370
2814200000.00	3728983593.79	887414.000000	888125.000000	0.999199437016
2815050000.00	3728983595.12	884016.000000	886822.000000	0.996835892659
2815900000.00	3728983596.41	879832.000000	878886.000000	1.00107636258
2816750000.00	3728983597.70	878860.000000	879797.000000	0.998934981592
2817600000.00	3728983599.03	875633.000000	875894.000000	0.999702018737
2818450000.00	3728983600.32	875253.000000	875926.000000	0.999231670255
2819300000.00	3728983601.61	890279.000000	891220.000000	0.998944143982
2820150000.00	3728983602.93	888008.000000	888365.000000	0.999598138153
2821000000.00	3728983604.22	893046.000000	894431.000000	0.998451529520
2821850000.00	3728983605.51	885031.000000	884907.000000	1.00014012772
2822700000.00	3728983606.83	883707.000000	885213.000000	0.998298714547
2823550000.00	3728983608.12	878110.000000	878773.000000	0.999245538950
2824400000.00	3728983609.45	874218.000000	871921.000000	1.00263441298
2825250000.00	3728983610.74	875064.000000	874750.000000	1.00035895970
2826100000.00	3728983612.03	880307.000000	880401.000000	0.999893230471
2826950000.00	3728983613.36	869825.000000	871675.000000	0.997877649353
2827800000.00	3728983614.65	881441.000000	881354.000000	1.00009871175
2828650000.00	3728983615.94	879761.000000	879909.000000	0.999831800788
2829500000.00	3728983617.26	882358.000000	883606.000000	0.998587605788
2830350000.00	3728983618.55	880713.000000	881270.000000	0.999367957607
2831200000.00	3728983619.88	882412.000000	882881.000000	0.999468784581
2832050000.00	3728983621.17	869055.000000	872551.000000	0.995993357408
2832900000.00	3728983622.46	868925.000000	868567.000000	1.00041217315
2833750000.00	3728983623.79	866078.000000	864835.000000	1.00143726838
2834600000.00	3728983625.08	868557.000000	870243.000000	0.998062610099
2835450000.00	3728983626.37	865380.000000	867736.000000	0.997284888491
2836300000.00	3728983627.70	869251.000000	869338.000000	0.999899923850
2837150000.00	3728983628.99	874905.000000	875497.000000	0.999323812646
2838000000.00	3728983630.28	863307.000000	865603.000000	0.997347513814
2838850000.00	3728983631.61	862604.000000	863383.000000	0.999097735304
2839700000.00	3728983632.90	863360.000000	861163.000000	1.00255120111
2840550000.00	3728983634.19	861523.000000	864004.000000	0.997128485516
2841400000.00	3728983635.52	870438.000000	871824.000000	0.998410229588
2842250000.00	3728983636.81	869706.000000	869954.000000	0.999714927456
2843100000.00	3728983638.10	865490.000000	866180.000000	0.999203398832
2843950000.00	3728983639.42	861903.000000	863160.000000	0.998543723064
2844800000.00	3728983640.71	865329.000000	866632.000000	0.998496478321
2845650000.00	3728983642.04	874546.000000	875209.000000	0.999242466657
2846500000.00	3728983643.33	880291.000000	881504.000000	0.998623942716
2847350000.00	3728983644.60	874464.000000	875699.000000	0.998589698058
2848200000.00	3728983645.93	864005.000000	863648.000000	1.00041336285
2849050000.00	3728983647.22	868635.000000	870023.000000	0.998404639877
2849900000.00	3728983648.51	861759.000000	863267.000000	0.998253147636
2850750000.00	3728983649.84	860022.000000	858527.000000	1.00174135467
2851600000.00	3728983651.13	863998.000000	864234.000000	0.999726925809
2852450000.00	3728983652.42	875279.000000	875610.000000	0.999621977821
2853300000.00	3728983653.75	864659.000000	865897.000000	0.998570268750
2854150000.00	3728983655.04	846764.000000	846636.000000	1.00015118658
2855000000.00	3728983656.33	840221.000000	840420.000000	0.999763213631
2855850000.00	3728983657.66	846259.000000	846291.000000	0.999962187947
2856700000.00	3728983658.95	849916.000000	852149.000000	0.997379566250
2857550000.00	3728983660.24	840241.000000	842316.000000	0.997536553977
2858400000.00	3728983661.58	856419.000000	856788.000000	0.999569321699
2859250000.00	3728983662.87	852287.000000	856224.000000	0.995401904175
2860100000.00	3728983664.16	852973.000000	851460.000000	1.00177694783
2860950000.00	3728983665.49	853239.000000	854635.000000	0.998366554143
2861800000.00	3728983666.78	858438.000000	859137.000000	0.999186392857
2862650000.00	3728983668.07	854977.000000	854549.000000	1.00050084899
2863500000.00	3728983669.40	843839.000000	845726.000000	0.997768780905
2864350000.00	3728983670.69	835571.000000	833559.000000	1.00241374636
2865200000.00	3728983671.98	837844.000000	837310.000000	1.00063775663
2866050000.00	3728983673.31	832820.000000	832120.000000	1.00084122482
2866900000.00	3728983674.60	827883.000000	825059.000000	1.00342278552
2867750000.00	3728983675.89	821558.000000	823345.000000	0.997829585411
2868600000.00	3728983677.22	831775.000000	831802.000000	0.999967540352
2869450000.00	3728983678.51	833310.000000	833535.000000	0.999730065324
2870300000.00	3728983679.80	829402.000000	833313.000000	0.995306685483
2871150000.00	3728983681.13	829576.000000	829746.000000	0.999795118024
2872000000.00	3728983682.42	838646.000000	840700.000000	0.997556797907
2872850000.00	3728983683.71	843658.000000	841661.000000	1.00237268924
2873700000.00	3728983685.04	835434.000000	836334.000000	0.998923874911
2874550000.00	3728983686.33	841088.000000	840270.000000	1.00097349661
2875400000.00	3728983687.62	831715.000000	832023.000000	0.999629817926
2876250000.00	3728983688.95	839538.000000	838170.000000	1.00163212713
2877100000.00	3728983690.24	839285.000000	837981.000000	1.00155612120
2877950000.00	3728983691.53	836461.000000	835075.000000	1.00165973116
2878800000.00	3728983692.86	839830.000000	840959.000000	0.998657485085
2879650000.00	3728983694.15	817772.000000	817133.000000	1.00078200244
2880500000.00	3728983695.44	833494.000000	836096.000000	0.996887917177
2881350000.00	3728983696.77	831791.000000	832986.000000	0.998565402060
2882200000.00	3728983698.06	835607.000000	837748.000000	0.997444338870
2883050000.00	3728983699.35	834620.000000	835682.000000	0.998729181674
2883900000.00	3728983700.68	829047.000000	830634.000000	0.998089411221
2884750000.00	3728983701.97	835227.000000	836569.000000	0.998395828676
2885600000.00	3728983703.26	839156.000000	839685.000000	0.999370001846
2886450000.00	3728983704.59	822122.000000	823232.000000	0.998651655912
2887300000.00	3728983705.88	827569.000000	828446.000000	0.998941391473
2888150000.00	3728983707.17	836927.000000	838579.000000	0.998030000751
2889000000.00	3728983708.50	843556.000000	846844.000000	0.996117348650
2889850000.00	3728983709.79	840362.000000	839981.000000	1.00045358169
2890700000.00	3728983711.08	851184.000000	852160.000000	0.998854675178
2891550000.00	3728983712.40	842453.000000	841859.000000	1.00070558134
2892400000.00	3728983713.69	827058.000000	830290.000000	0.996107384167
2893250000.00	3728983714.96	820307.000000	819009.000000	1.00158484217
2894100000.00	3728983716.28	815709.000000	817122.000000	0.998270760058
2894950000.00	3728983717.57	833333.000000	833796.000000	0.999444708298
2895800000.00	3728983718.86	829388.000000	827868.000000	1.00183604149
2896650000.00	3728983720.18	817391.000000	818754.000000	0.998335275309
2897500000.00	3728983721.47	815992.000000	815694.000000	1.00036533308
2898350000.00	3728983722.80	827582.000000	827702.000000	0.999855020285
2899200000.00	3728983724.09	830780.000000	830954.000000	0.999790602127
2900050000.00	3728983725.38	832172.000000	832726.000000	0.999334715140
2900900000.00	3728983726.71	844338.000000	843623.000000	1.00084753498
2901750000.00	3728983728.00	842555.000000	844498.000000	0.997699224865
2902600000.00	3728983729.29	841481.000000	842090.000000	0.999276799392
2903450000.00	3728983730.62	835599.000000	836428.000000	0.999008880621
2904300000.00	3728983731.91	832969.000000	833598.000000	0.999245439648
2905150000.00	3728983733.20	835877.000000	835499.000000	1.00045242424
2906000000.00	3728983734.53	827916.000000	827384.000000	1.00064299044
