#Sample	Not specified	
#B-Field Phi	1.28387460679E+2	deg
RF-Frequency	Timestamp
Hz	s since 1904-01-01 12amUTC
2770000000.00	3728982460.11
2770850000.00	3728982460.12
2771700000.00	3728982460.13
2772550000.00	3728982460.14
2773400000.00	3728982460.14
2774250000.00	3728982460.15
2775100000.00	3728982460.16
2775950000.00	3728982460.17
2776800000.00	3728982460.18
2777650000.00	3728982460.19
2778500000.00	3728982460.20
2779350000.00	3728982460.20
2780200000.00	3728982460.21
2781050000.00	3728982460.22
2781900000.00	3728982460.23
2782750000.00	3728982460.24
2783600000.00	3728982460.25
2784450000.00	3728982460.26
2785300000.00	3728982460.26
2786150000.00	3728982460.27
2787000000.00	3728982460.28
2787850000.00	3728982460.29
2788700000.00	3728982460.30
2789550000.00	3728982460.31
2790400000.00	3728982460.32
2791250000.00	3728982460.33
2792100000.00	3728982460.33
2792950000.00	3728982460.34
2793800000.00	3728982460.35
2794650000.00	3728982460.36
2795500000.00	3728982460.37
2796350000.00	3728982460.38
2797200000.00	3728982460.39
2798050000.00	3728982460.40
2798900000.00	3728982460.41
2799750000.00	3728982460.41
2800600000.00	3728982460.42
2801450000.00	3728982460.43
2802300000.00	3728982460.44
2803150000.00	3728982460.45
2804000000.00	3728982460.46
2804850000.00	3728982460.47
2805700000.00	3728982460.47
2806550000.00	3728982460.48
2807400000.00	3728982460.49
2808250000.00	3728982460.50
2809100000.00	3728982460.51
2809950000.00	3728982460.52
2810800000.00	3728982460.53
2811650000.00	3728982460.54
2812500000.00	3728982460.54
2813350000.00	3728982460.55
2814200000.00	3728982460.56
2815050000.00	3728982460.57
2815900000.00	3728982460.58
2816750000.00	3728982460.59
2817600000.00	3728982460.60
2818450000.00	3728982460.61
2819300000.00	3728982460.61
2820150000.00	3728982460.62
2821000000.00	3728982460.63
2821850000.00	3728982460.64
2822700000.00	3728982460.65
2823550000.00	3728982460.66
2824400000.00	3728982460.67
2825250000.00	3728982460.68
2826100000.00	3728982460.69
2826950000.00	3728982460.69
2827800000.00	3728982460.70
2828650000.00	3728982460.71
2829500000.00	3728982460.72
2830350000.00	3728982460.73
2831200000.00	3728982460.74
2832050000.00	3728982460.75
2832900000.00	3728982460.76
2833750000.00	3728982460.76
2834600000.00	3728982460.77
2835450000.00	3728982460.78
2836300000.00	3728982460.79
2837150000.00	3728982460.80
2838000000.00	3728982460.81
2838850000.00	3728982460.82
2839700000.00	3728982460.83
2840550000.00	3728982460.84
2841400000.00	3728982460.84
2842250000.00	3728982460.85
2843100000.00	3728982460.86
2843950000.00	3728982460.87
2844800000.00	3728982460.88
2845650000.00	3728982460.89
2846500000.00	3728982460.90
2847350000.00	3728982460.90
2848200000.00	3728982460.91
2849050000.00	3728982460.92
2849900000.00	3728982460.93
2850750000.00	3728982460.94
2851600000.00	3728982460.95
2852450000.00	3728982460.96
2853300000.00	3728982460.97
2854150000.00	3728982460.97
2855000000.00	3728982460.98
2855850000.00	3728982460.99
2856700000.00	3728982461.00
2857550000.00	3728982461.01
2858400000.00	3728982461.02
2859250000.00	3728982461.03
2860100000.00	3728982461.04
2860950000.00	3728982461.04
2861800000.00	3728982461.05
2862650000.00	3728982461.06
2863500000.00	3728982461.07
2864350000.00	3728982461.08
2865200000.00	3728982461.09
2866050000.00	3728982461.10
2866900000.00	3728982461.10
2867750000.00	3728982461.11
2868600000.00	3728982461.12
2869450000.00	3728982461.13
2870300000.00	3728982461.14
2871150000.00	3728982461.15
2872000000.00	3728982461.16
2872850000.00	3728982461.17
2873700000.00	3728982461.17
2874550000.00	3728982461.18
2875400000.00	3728982461.19
2876250000.00	3728982461.20
2877100000.00	3728982461.21
2877950000.00	3728982461.22
2878800000.00	3728982461.23
2879650000.00	3728982461.24
2880500000.00	3728982461.25
2881350000.00	3728982461.25
2882200000.00	3728982461.26
2883050000.00	3728982461.27
2883900000.00	3728982461.28
2884750000.00	3728982461.29
2885600000.00	3728982461.30
2886450000.00	3728982461.31
2887300000.00	3728982461.32
2888150000.00	3728982461.33
2889000000.00	3728982461.34
2889850000.00	3728982461.34
2890700000.00	3728982461.35
2891550000.00	3728982461.36
2892400000.00	3728982461.37
2893250000.00	3728982461.38
2894100000.00	3728982461.39
2894950000.00	3728982461.40
2895800000.00	3728982461.40
2896650000.00	3728982461.41
2897500000.00	3728982461.42
2898350000.00	3728982461.43
2899200000.00	3728982461.44
2900050000.00	3728982461.45
2900900000.00	3728982461.46
2901750000.00	3728982461.47
2902600000.00	3728982461.47
2903450000.00	3728982461.48
2904300000.00	3728982461.49
2905150000.00	3728982461.50
2906000000.00	3728982461.51
2906850000.00	3728982461.52
2907700000.00	3728982461.53
2908550000.00	3728982461.53
2909400000.00	3728982461.54
2910250000.00	3728982461.55
2911100000.00	3728982461.56
2911950000.00	3728982461.57
2912800000.00	3728982461.58
2913650000.00	3728982461.59
2914500000.00	3728982461.60
2915350000.00	3728982461.60
2916200000.00	3728982461.61
2917050000.00	3728982461.62
2917900000.00	3728982461.63
2918750000.00	3728982461.64
2919600000.00	3728982461.65
2920450000.00	3728982461.66
2921300000.00	3728982461.67
2922150000.00	3728982461.67
2923000000.00	3728982461.68
2923850000.00	3728982461.69
2924700000.00	3728982461.70
2925550000.00	3728982461.71
2926400000.00	3728982461.72
2927250000.00	3728982461.73
2928100000.00	3728982461.73
2928950000.00	3728982461.74
2929800000.00	3728982461.75
2930650000.00	3728982461.76
2931500000.00	3728982461.77
2932350000.00	3728982461.78
2933200000.00	3728982461.79
2934050000.00	3728982461.80
2934900000.00	3728982461.80
2935750000.00	3728982461.81
2936600000.00	3728982461.82
2937450000.00	3728982461.83
2938300000.00	3728982461.84
2939150000.00	3728982461.85
2940000000.00	3728982461.86
2940850000.00	3728982461.87
2941700000.00	3728982461.88
2942550000.00	3728982461.88
2943400000.00	3728982461.89
2944250000.00	3728982461.90
2945100000.00	3728982461.91
2945950000.00	3728982461.92
2946800000.00	3728982461.93
2947650000.00	3728982461.94
2948500000.00	3728982461.94
2949350000.00	3728982461.95
2950200000.00	3728982461.96
2951050000.00	3728982461.97
2951900000.00	3728982461.98
2952750000.00	3728982461.99
2953600000.00	3728982462.00
2954450000.00	3728982462.01
2955300000.00	3728982462.01
2956150000.00	3728982462.02
2957000000.00	3728982462.03
2957850000.00	3728982462.04
2958700000.00	3728982462.05
2959550000.00	3728982462.06
2960400000.00	3728982462.07
2961250000.00	3728982462.07
2962100000.00	3728982462.08
2962950000.00	3728982462.09
2963800000.00	3728982462.10
2964650000.00	3728982462.11
2965500000.00	3728982462.12
2966350000.00	3728982462.12
2967200000.00	3728982462.13
2968050000.00	3728982462.14
2968900000.00	3728982462.15
2969750000.00	3728982462.16
